"AFLATOXINte_pos"	"Transport, extracellular"
"AFLATOXINte_neg"	"Transport, extracellular"
"AG13T10g_pos"	"Keratan sulfate synthesis"
"AG13T11g_pos"	"Keratan sulfate synthesis"
"AG13T12g_pos"	"Keratan sulfate synthesis"
"AG13T13g_pos"	"Keratan sulfate synthesis"
"AG13T14g_pos"	"Keratan sulfate synthesis"
"AG13T15g_pos"	"Keratan sulfate synthesis"
"AG13T16g_pos"	"Keratan sulfate synthesis"
"AG13T17g_pos"	"Keratan sulfate synthesis"
"AG13T18g_pos"	"Keratan sulfate synthesis"
"AG13T1g_pos"	"Keratan sulfate synthesis"
"AG13T2g_pos"	"Keratan sulfate synthesis"
"AG13T3g_pos"	"Keratan sulfate synthesis"
"AG13T4g_pos"	"Keratan sulfate synthesis"
"AG13T5g_pos"	"Keratan sulfate synthesis"
"AG13T6g_pos"	"Keratan sulfate synthesis"
"AG13T7g_pos"	"Keratan sulfate synthesis"
"AG13T8g_pos"	"Keratan sulfate synthesis"
"AG13T9g_pos"	"Keratan sulfate synthesis"
"AGDC_pos"	"Aminosugar metabolism"
"AGLPC_pos"	"Glycerophospholipid metabolism"
"AGLPED_pos"	"Glycerophospholipid metabolism"
"AGLPET_pos"	"Glycerophospholipid metabolism"
"AGLPH_pos"	"Glycerophospholipid metabolism"
"AGLPR_pos"	"Glycerophospholipid metabolism"
"AGLPT_pos"	"Glycerophospholipid metabolism"
"AGMTm_pos"	"Arginine and Proline Metabolism"
"AGPAT1_pos"	"Triacylglycerol synthesis"
"AGPex_pos"	"Transport, peroxisomal"
"AGPex_neg"	"Transport, peroxisomal"
"AGPRim_pos"	"Urea cycle"
"AGPSx_pos"	"Glycerophospholipid metabolism"
"AGTim_pos"	"Alanine and aspartate metabolism"
"AGTix_pos"	"Alanine and aspartate metabolism"
"AHANDROSTANGLCte_pos"	"Transport, extracellular"
"AHANDROSTANGLCtr_pos"	"Transport, endoplasmic reticular"
"AHANDROSTANGLCtr_neg"	"Transport, endoplasmic reticular"
"AHC_pos"	"Methionine and cysteine metabolism"
"AHC_neg"	"Methionine and cysteine metabolism"
"AHCYStn_pos"	"Transport, nuclear"
"AHCYStn_neg"	"Transport, nuclear"
"AHCYStr_pos"	"Transport, endoplasmic reticular"
"AHCYStr_neg"	"Transport, endoplasmic reticular"
"AHEXASE2ly_pos"	"N-glycan degradation"
"AHEXASEly_pos"	"N-glycan degradation"
"AICART_pos"	"Purine synthesis"
"AICART_neg"	"Purine synthesis"
"AIRCr_pos"	"Purine synthesis"
"AIRCr_neg"	"Purine synthesis"
"AK2LGCHOLt_pos"	"Transport, extracellular"
"AK2LGCHOLt_neg"	"Transport, extracellular"
"AKGDm_pos"	"Citric acid cycle"
"AKGMALtm_pos"	"Transport, mitochondrial"
"AKGMALtm_neg"	"Transport, mitochondrial"
"AKGt4_3_pos"	"Transport, extracellular"
"AKGt4_3_neg"	"Transport, extracellular"
"AKGtp_pos"	"Transport, peroxisomal"
"AKGtp_neg"	"Transport, peroxisomal"
"AKR1C1_pos"	"Steroid metabolism"
"AKR1C41_pos"	"Bile acid synthesis"
"AKR1C42_pos"	"Bile acid synthesis"
"AKR1D_pos"	"Bile acid synthesis"
"AKR1D2_pos"	"Bile acid synthesis"
"ALAASNNaEx_pos"	"Transport, extracellular"
"ALACYSNaEx_pos"	"Transport, extracellular"
"ALADGLNexR_pos"	"Transport, extracellular"
"ALADGLNexR_neg"	"Transport, extracellular"
"ALADGLYexR_pos"	"Transport, extracellular"
"ALADGLYexR_neg"	"Transport, extracellular"
"ALAGLNexR_pos"	"Transport, extracellular"
"ALAGLNexR_neg"	"Transport, extracellular"
"ALAGLNNaEx_pos"	"Transport, extracellular"
"ALAGLYexR_pos"	"Transport, extracellular"
"ALAGLYexR_neg"	"Transport, extracellular"
"ALAR_pos"	"Alanine and aspartate metabolism"
"ALAR_neg"	"Alanine and aspartate metabolism"
"ALASERNaEx_pos"	"Transport, extracellular"
"ALASm_pos"	"Glycine, serine, alanine and threonine metabolism"
"ALAt2r_pos"	"Transport, extracellular"
"ALAt2r_neg"	"Transport, extracellular"
"ALAt2rL_pos"	"Transport, lysosomal"
"ALAt2rL_neg"	"Transport, lysosomal"
"ALAt4_pos"	"Transport, extracellular"
"ALATA_L_pos"	"Glutamate metabolism"
"ALATA_L_neg"	"Glutamate metabolism"
"ALATHRNaEx_pos"	"Transport, extracellular"
"ALAtN1_pos"	"Transport, extracellular"
"ALAtN1_neg"	"Transport, extracellular"
"ALCD1_pos"	"Miscellaneous"
"ALCD1_neg"	"Miscellaneous"
"ALCD21_D_pos"	"Pyruvate metabolism"
"ALCD21_L_pos"	"Pyruvate metabolism"
"ALCD22_D_pos"	"Pyruvate metabolism"
"ALCD22_L_pos"	"Pyruvate metabolism"
"ALCD2if_pos"	"Glycolysis/gluconeogenesis"
"ALCD2yf_pos"	"Glycolysis/gluconeogenesis"
"ALDD20x_pos"	"Tryptophan metabolism"
"ALDD20xm_pos"	"Tryptophan metabolism"
"ALDD21_pos"	"Fatty acid oxidation"
"ALDD2x_pos"	"Glycolysis/gluconeogenesis"
"ALDD2xm_pos"	"Glycolysis/gluconeogenesis"
"ALDD2y_pos"	"Glycolysis/gluconeogenesis"
"ALDSTRNte_pos"	"Transport, extracellular"
"ALDSTRNte_neg"	"Transport, extracellular"
"ALDSTRNtm_pos"	"Transport, mitochondrial"
"ALDSTRNtm_neg"	"Transport, mitochondrial"
"ALKP_pos"	"Glycerophospholipid metabolism"
"ALOX12_pos"	"Eicosanoid metabolism"
"ALOX12R_pos"	"Eicosanoid metabolism"
"ALOX15_pos"	"Eicosanoid metabolism"
"ALOX5_pos"	"Eicosanoid metabolism"
"ALOX52_pos"	"Eicosanoid metabolism"
"ALR2_pos"	"Pyruvate metabolism"
"ALR3_pos"	"Pyruvate metabolism"
"AMACR2p_pos"	"Bile acid synthesis"
